transaction_id,card_id,amount,is_fraud,confidence_score,explanation
tx_000701,card_037,180.46,False,0.85,The amount multiplier is elevated (4.6x) but does not reach the 10x threshold for automatic fraud. No boolean fraud signals are triggered.
tx_000505,card_027,21.97,False,0.98,"No fraud signals are triggered, and the transaction amount is consistent with the cardholder's recent spending at grocery stores."
tx_000077,card_004,65.41,False,0.95,"No fraud signals were detected. The amount multiplier is low, and the transaction is domestic and consistent with the cardholder's history."
tx_000129,card_007,30.67,False,0.9,"No fraud signals were detected. While recent history shows Canadian merchants for a US cardholder, the current transaction is domestic and follows a likely travel pattern."
tx_000875,card_047,19.73,False,0.95,No fraud signals were detected. The transaction is domestic and consistent with the user's previous online retail activity.
tx_000181,card_009,28.11,False,0.95,"No fraud signals were detected. The amount multiplier is well below the fraud threshold, and the transaction is domestic."
tx_000249,card_013,14.97,False,0.85,"Only one boolean signal (Cross Border Mismatch) is True. Given the online retail channel (eBay) and history of international shopping (AliExpress, Etsy), this is considered normal behavior."
tx_000253,card_013,65.47,False,0.9,Only one boolean signal (Cross Border Mismatch) is present. The transaction is consistent with the cardholder's history of online retail purchases using the same device ID.
tx_000546,card_029,18.18,False,0.98,"No fraud signals were detected. The transaction is a local, in-person purchase within the cardholder's own country."
tx_000768,card_041,11.93,False,0.98,"No fraud signals were detected. The transaction is a low-value, local, in-person purchase consistent with the cardholder's location."
tx_000257,card_013,44.36,False,0.9,Only one boolean signal (Cross Border Mismatch) is present. This transaction follows a established pattern of online shopping from the same device ID.
tx_000243,card_012,13.99,False,0.9,Only one boolean signal (Cross Border Mismatch) is present. The transaction amount and merchant category are consistent with the user's recent history on the same device.
tx_000569,card_030,27.16,False,0.9,"Only one boolean signal (Cross Border Mismatch) is present. Recent history shows the cardholder has been active in Canada, suggesting travel or residency."
tx_000293,card_015,34.75,False,0.98,"No fraud signals detected. The transaction is in-person, within the cardholder's country, and consistent with recent spending patterns."
tx_000108,card_006,9.99,False,0.9,Cross Border Mismatch is expected for a global subscription service like Spotify. No other suspicious signals are present.
tx_000285,card_015,32.62,False,0.98,"No fraud signals detected. The transaction is in-person, within the cardholder's country, and aligns with previous activity."
tx_000306,card_016,15.99,False,0.9,Cross Border Mismatch is expected for a global subscription service like Netflix. No other suspicious signals are present.
tx_000681,card_037,58.44,False,0.98,"No fraud signals detected. The transaction is in-person, within the cardholder's country, and consistent with recent spending patterns at gas stations."
tx_000729,card_039,15.36,False,0.95,"No fraud signals detected. The transaction is in-person and matches the cardholder's country (GB), with a low amount multiplier."
tx_000378,card_020,21.77,False,0.92,"No fraud signals detected. While the card history shows primarily online transactions, this in-person transaction is within the cardholder's country and has a low amount multiplier."
tx_000670,card_036,78.69,False,0.85,"Only one signal (Cross Border Mismatch) is present. However, AliExpress is a global retailer based in China, making this a common legitimate transaction pattern for Canadian users."
tx_000623,card_033,32.7,False,0.95,"No fraud signals detected. The transaction is in-person and matches the cardholder's country (GB), with no suspicious multipliers or flags."
tx_000279,card_015,113.81,False,0.95,No boolean fraud signals were triggered. The transaction amount and merchant category are consistent with the cardholder's recent spending history at restaurants.
tx_000595,card_032,53.99,False,0.98,No suspicious signals detected. The transaction is domestic and the amount multiplier is low.
tx_000716,card_038,30.75,False,0.98,"No boolean fraud signals were triggered. The transaction is consistent with a pattern of low-value, in-person spending."
tx_000949,card_042,1.4,False,0.85,"While there is a cross-border mismatch, recent history shows the cardholder has been making multiple transactions in Canada, suggesting travel. Only one boolean signal is True."
tx_000950,card_042,4.48,True,0.92,"Two boolean signals are True: Cross Border Mismatch and Micro-Testing Detected. According to investigation rule 5, two or more True signals flag the transaction as fraud."
tx_000951,card_042,5.04,True,0.9,"Two boolean signals (Cross Border Mismatch and Micro-Testing Detected) are True, which triggers the fraud flag according to investigation rule 5."
tx_000953,card_042,14.38,True,0.95,"Two boolean signals are True. Additionally, this transaction represents a larger amount following a series of micro-tests, violating rule 2."
tx_000952,card_042,7.46,True,0.9,"Two boolean signals (Cross Border Mismatch and Micro-Testing Detected) are True, meeting the criteria for fraud under rule 5."
tx_000955,card_042,4.36,True,0.9,Two boolean signals are True. The transaction is part of a rapid sequence of cross-border online retail purchases.
tx_000954,card_042,14.27,True,0.95,"Two boolean signals are True, and the transaction follows a clear pattern of micro-testing followed by a larger purchase amount."
tx_000956,card_042,2.97,True,0.95,"Two boolean signals are True (Cross Border Mismatch and Micro-Testing Detected). The recent card history shows a pattern of rapid, small-value online transactions, which is characteristic of card testing."
tx_000356,card_019,497.46,True,0.9,"The amount multiplier is 27.7x, which exceeds the 10x threshold defined in the investigation rules as strong evidence of fraud."
tx_000761,card_041,43.26,False,0.98,"No fraud signals were triggered, and the transaction amount and merchant category are consistent with the cardholder's recent spending history."
tx_000170,card_009,6.47,False,0.7,"While there is a Cross Border Mismatch, it is the only signal triggered. Per rule 3, this alone is not sufficient to flag fraud without additional suspicious factors."
tx_000116,card_006,55.3,False,0.98,"No fraud signals were triggered, and the amount multiplier is low (1.7x), indicating a normal transaction pattern."
tx_000881,card_047,90.73,False,0.95,No fraud signals detected. The transaction is an in-person grocery purchase within the cardholder's own country.
tx_000822,card_044,3.79,False,0.98,No fraud signals detected. This is a low-value in-person grocery transaction within the cardholder's own country.
tx_000815,card_043,33.98,False,0.85,"Only one boolean signal (Cross Border Mismatch) is present. Per investigation rules, this alone is insufficient to flag fraud without additional suspicious factors."
tx_000288,card_015,140.74,False,0.95,No fraud signals detected. The transaction is an in-person gas purchase within the cardholder's own country.
tx_000524,card_028,45.7,False,0.85,"Only one boolean signal (Cross Border Mismatch) is present. Per investigation rules, this alone is insufficient to flag fraud without additional suspicious factors."
tx_000628,card_034,28.47,False,0.98,No suspicious signals detected. The transaction amount and merchant are consistent with the cardholder's location and recent spending history.
tx_000428,card_023,39.21,False,0.98,No suspicious signals detected. The transaction is within normal parameters for the cardholder's typical online retail activity.
tx_000489,card_026,30.88,False,0.98,No suspicious signals detected. The transaction is consistent with the cardholder's previous spending patterns and location.
tx_000267,card_014,8.1,False,0.85,"While a cross-border mismatch is present, there are no other supporting fraud signals, and the transaction amount is low and consistent with travel."
tx_000780,card_042,98.03,True,0.92,The transaction exhibits a high amount multiplier (8.9x) and is preceded by a clear pattern of micro-testing (three small transactions within 9 minutes) on the same device.
tx_000324,card_017,194.41,False,0.85,"The amount multiplier is elevated at 8.6x, but it does not exceed the 10x threshold for automatic fraud flagging. No other boolean fraud signals are present."
tx_000534,card_028,31.22,False,0.9,"While there is a cross border mismatch, the transaction amount is consistent with the cardholder's recent history of online retail purchases."
tx_000218,card_011,14.09,False,0.98,"No fraud signals were detected, and the transaction amount is typical for a utility payment."
tx_000528,card_028,58.1,False,0.98,This is an in-person transaction with no fraud signals detected and a normal amount multiplier.
tx_000099,card_005,11.39,False,0.9,"A cross border mismatch is present for a common US-based retailer, but no other suspicious signals or missing device IDs were found."
tx_000474,card_025,10.31,False,0.95,Only one boolean signal (Cross Border Mismatch) is present. This is common for online retail transactions with Amazon and does not meet the threshold for fraud.
tx_000845,card_045,29.37,False,0.98,No fraud signals were detected. The transaction is domestic and the amount multiplier is within a normal range.
tx_000880,card_047,46.05,False,0.98,No fraud signals were detected. The transaction is domestic and the amount is consistent with typical grocery spending.
tx_000085,card_004,60.0,False,0.95,"While 'Missing Device ID' is true, this is expected and normal for the ATM channel. No other suspicious signals are present."
tx_000566,card_030,92.96,False,0.9,"No fraud signals were detected. Although recent history shows transactions in another country, the current transaction is domestic and consistent with travel."
tx_000045,card_002,41.05,False,0.95,"No suspicious signals detected. The amount multiplier is low, and there are no cross-border mismatches or fraud ring indicators."
tx_000752,card_040,128.75,False,0.85,"Although the amount multiplier is 5.0x, it does not reach the extreme threshold (>10x) defined in the rules. No other boolean fraud signals were triggered."
tx_000178,card_009,16.13,False,0.95,The transaction is domestic and shows no suspicious signal detectors or unusual spending patterns relative to the card history.
tx_000607,card_033,21.86,False,0.95,No fraud signals detected. The transaction amount is consistent with previous spending and occurs within the cardholder's home country.
tx_000453,card_024,27.68,False,0.95,No suspicious signals detected. The transaction is domestic and the amount multiplier is well within the normal range.
tx_000126,card_007,26.77,False,0.95,"No fraud signals were triggered. The transaction is a low-value, in-person purchase within the cardholder's home country."
tx_000644,card_034,8.99,False,0.95,No fraud signals were triggered. The transaction amount is low and consistent with the user's recent online shopping history.
tx_000353,card_019,256.48,True,0.98,"The amount multiplier is 12.8x, which exceeds the 10x threshold for strong evidence of fraud. This is further supported by a cross-border mismatch."
tx_000425,card_022,9.27,False,0.95,"No fraud signals were triggered. The transaction is a small, in-person grocery purchase in the cardholder's home country."
tx_000203,card_010,4.52,False,0.95,No fraud signals were triggered. The transaction is a low-value purchase at a merchant the cardholder has visited previously.
tx_000809,card_043,33.82,False,0.9,"Only one boolean signal (Cross Border Mismatch) is present. Recent history shows a previous transaction at the same merchant for a similar amount, suggesting this is normal behavior."
tx_000445,card_024,23.71,False,0.98,No fraud signals were detected. The transaction is consistent with the cardholder's history of in-person grocery and fuel purchases in Canada.
tx_000637,card_034,7.33,False,0.95,No fraud signals were detected. The transaction amount is low and aligns with the cardholder's pattern of online retail spending.
tx_000493,card_026,22.21,False,0.98,No fraud signals were detected. The transaction is a standard in-person purchase within the cardholder's own country.
tx_000232,card_012,27.15,False,0.9,"No fraud signals were detected. Although the transaction channel (in-person) differs from recent online history, there are no indicators of fraudulent activity."
tx_000414,card_022,29.27,False,0.98,"No fraud signals detected. The transaction is in-person, domestic, and consistent with the cardholder's history of grocery and fuel purchases."
tx_000403,card_021,13.99,False,0.85,Only one boolean signal (Cross Border Mismatch) is present. This is typical for US-based subscription services like Netflix and does not meet the threshold for fraud.
tx_000479,card_025,19.99,False,0.85,"Only one boolean signal (Cross Border Mismatch) is present. As a standard subscription payment to a US merchant, this is considered normal behavior."
tx_000444,card_024,23.32,False,0.98,"No fraud signals detected. The transaction is in-person, domestic, and aligns with the user's recent spending at fuel stations and grocery stores."
tx_000180,card_009,9.56,False,0.98,"No fraud signals detected. The transaction is in-person, domestic, and consistent with the cardholder's history of restaurant spending."
tx_000658,card_035,19.99,False,0.95,"Only one boolean signal (Cross Border Mismatch) is present, which is typical for a US-based subscription service like Netflix used by a Canadian cardholder."
tx_000408,card_021,21.7,False,0.99,"No fraud signals detected. The transaction is domestic, in-person, and consistent with the user's spending habits."
tx_000244,card_012,31.96,False,0.95,Cross Border Mismatch is expected for a transaction with AliExpress (CN) and no other suspicious signals or missing device IDs were detected.
tx_000884,card_047,6.52,False,0.98,"No fraud signals detected. While the amount is low, it is not flagged as micro-testing and the transaction is domestic."
tx_000137,card_007,8.81,False,0.99,"No fraud signals detected. This is a domestic, in-person grocery purchase that aligns with the cardholder's recent history."
tx_000903,card_049,100.0,False,0.9,"Only one boolean signal (Missing Device ID) is true, which is normal for an ATM channel. The amount multiplier is well below the fraud threshold."
tx_000714,card_038,20.28,False,0.95,"No fraud signals were detected, and the transaction amount is consistent with the cardholder's recent spending history."
tx_000682,card_037,29.52,False,0.9,"No fraud signals were detected. The transaction occurs in the cardholder's home country, and the amount is consistent with previous activity."
tx_000213,card_011,21.39,False,0.95,"No fraud signals were detected, and the transaction is consistent with the cardholder's location and spending patterns."
tx_000381,card_020,40.67,False,0.85,"While a Cross Border Mismatch is present, the cardholder's history shows frequent transactions with Canadian merchants, including the same merchant in this transaction."
tx_000512,card_027,33.83,False,0.98,No fraud signals were triggered. The transaction amount and merchant category are consistent with the cardholder's recent spending history.
tx_000078,card_004,40.0,False,0.95,"While 'Missing Device ID' is true, this is normal for an ATM channel transaction. No other suspicious signals or patterns were detected."
tx_000358,card_019,112.72,False,0.98,No fraud signals were triggered. The transaction is for a grocery merchant and is consistent with previous high-value spending at the same merchant.
tx_000996,card_032,791.49,True,0.99,"The amount multiplier is 19.2x, which significantly exceeds the 10x threshold defined as strong evidence of fraud."
tx_001000,card_037,399.49,False,0.75,"The amount multiplier is high (9.7x) but does not exceed the 10x threshold, and no other boolean fraud signals are present."
tx_000995,card_002,735.44,True,0.95,"The amount multiplier is 29.4x, which far exceeds the 10x threshold defined as strong evidence of fraud."
tx_000997,card_038,356.29,True,0.95,"The amount multiplier is 18.9x, indicating a transaction amount significantly higher than the cardholder's recent spending patterns."
tx_000475,card_025,20.0,False,0.9,"The missing device ID is normal for an ATM channel transaction, and the amount is consistent with recent history."
tx_000368,card_020,13.99,False,0.9,Cross border mismatch is expected for Spotify as it is a global service headquartered in Sweden.
tx_000699,card_037,111.31,False,0.7,"Only one boolean signal is true (Cross Border Mismatch) and the amount multiplier is low, which does not meet the threshold for fraud."
tx_000999,card_039,370.5,True,0.95,The transaction exhibits a very high amount multiplier (29.9x) and a cross-border mismatch between the cardholder (GB) and merchant (CA).
tx_000998,card_046,935.27,True,0.98,"The amount multiplier is extremely high (58.5x), which is strong evidence of fraud according to investigation rules."
tx_000677,card_036,32.19,False,0.99,No fraud signals detected; the amount is consistent with the cardholder's recent spending history.
tx_000613,card_033,220.46,False,0.85,"While the amount is higher than previous transactions (6.4x), it does not exceed the 10x threshold and no other fraud signals are present."
tx_000530,card_028,75.54,False,0.99,No fraud signals detected and the transaction amount is well within the normal spending range for this card.
tx_000434,card_023,5.73,False,0.98,No fraud signals were triggered. The transaction amount is low and consistent with the cardholder's recent spending history.
tx_000320,card_017,6.35,False,0.98,All signal detectors are negative. The transaction is a standard in-person grocery purchase with no suspicious patterns.
tx_000050,card_002,18.92,False,0.95,"No fraud signals detected. While there is a larger online transaction in the history, this specific in-person transaction is low-value and typical."
tx_000447,card_024,42.47,False,0.98,No fraud signals were triggered. The amount is consistent with previous gas station and grocery spending.
tx_000273,card_014,55.68,False,0.92,"No fraud signals detected. The amount multiplier (2.4x) is well below the threshold for suspicion, and the location matches the cardholder's country."
tx_000215,card_011,6.15,False,0.95,No suspicious signals detected. The transaction amount is consistent with the cardholder's history of utility and subscription payments.
tx_000835,card_044,229.88,True,0.98,"The amount multiplier is extremely high (60.7x), which is strong evidence of fraud per Rule 4. Additionally, a $229.88 spend at a restaurant is highly anomalous compared to the previous $3.79 transaction."
tx_000133,card_007,60.0,False,0.9,"While 'Missing Device ID' is true, this is an ATM transaction where device IDs are typically not applicable. No other fraud signals are present."
tx_000031,card_001,24.83,False,0.95,No red flags detected. The transaction is domestic and the amount is within a normal range for the user's spending patterns.
tx_000771,card_041,9.99,False,0.85,"Although there is a cross-border mismatch, it is for a known US-based subscription service (Disney+), which is common for Canadian users. No other suspicious signals were triggered."
tx_000164,card_008,33.76,False,0.98,"No suspicious signals detected. The transaction is in-person, within the cardholder's country, and consistent with recent grocery and fuel spending."
tx_000840,card_044,21.77,True,0.75,"Cross Border Mismatch detected. The cardholder is based in GB, but the transaction is in the US, and recent history shows activity in CA, indicating highly suspicious geographic hopping."
tx_000001,card_000,115.44,False,0.98,No suspicious signals detected. The transaction is a standard utility payment within the cardholder's home country and aligns with previous utility payments.
tx_000755,card_040,5.37,False,0.98,No suspicious signals detected. The transaction is a low-value in-person purchase consistent with the cardholder's local activity.
tx_000382,card_020,21.34,False,0.98,"No suspicious signals detected. The transaction is in-person, within the cardholder's country, and matches the spending pattern for gas stations."
tx_000452,card_024,17.5,False,0.95,The transaction is in the cardholder's home country with no suspicious signals and is consistent with recent grocery spending patterns.
tx_000616,card_033,9.99,False,0.85,"While there is a cross-border mismatch, the merchant is Spotify (based in Sweden), which is normal for this service. No other fraud signals are present."
tx_000830,card_044,51.48,False,0.9,The transaction occurs in the cardholder's home country with no boolean fraud signals and an amount multiplier well below the fraud threshold.
tx_000440,card_023,15.99,False,0.95,The transaction is in the cardholder's home country with no suspicious signals and aligns with the user's recent grocery shopping history.
tx_000832,card_044,18.46,False,0.9,The transaction occurs in the cardholder's home country with no boolean fraud signals and is consistent with recent restaurant spending.
tx_000048,card_002,38.76,False,0.85,"Only one boolean signal (Cross Border Mismatch) is present. Per Rule 3, this alone is not sufficient for a fraud flag, especially without a missing device ID."
tx_000415,card_022,36.93,False,0.98,No fraud signals detected. The transaction is an in-person purchase within the cardholder's home country with a normal amount multiplier.
tx_000882,card_047,16.52,True,0.95,"Fraud Ring Detected is True. According to Investigation Rule 1, this is a high-confidence indicator of fraudulent activity."
tx_000220,card_011,64.44,False,0.9,"No boolean fraud signals are present. While the amount multiplier is 4.6x, it does not meet the >10x threshold required for a strong fraud evidence flag."
tx_000327,card_017,82.19,False,0.9,No boolean fraud signals are present. The transaction is domestic and the amount multiplier is well below the critical threshold.
tx_000851,card_045,200.0,False,0.9,"Only one boolean signal (Missing Device ID) is present, which is normal for an ATM channel. The amount multiplier (5.6x) is elevated but does not meet the threshold for extreme fraud (>10x)."
tx_000638,card_034,20.99,False,0.95,No fraud signals were detected. The transaction amount and merchant are consistent with the cardholder's recent history and device usage.
tx_000801,card_043,12.13,False,0.95,No fraud signals were detected. The transaction is consistent with previous payments to the same merchant using the same device.
tx_000376,card_020,21.83,False,0.95,No fraud signals were detected. The transaction amount is within the normal range for the cardholder's recent spending patterns.
tx_000843,card_045,30.84,False,0.8,"While a Cross Border Mismatch is detected, it is the only boolean signal present. Recent history shows a consistent pattern of transactions in Canada, suggesting travel rather than fraud."
tx_000624,card_034,20.0,False,0.1,"Only one signal (Missing Device ID) is present, which is expected and normal for an ATM transaction channel. The amount and merchant are consistent with the cardholder's recent history."
tx_000157,card_008,25.75,False,0.05,No fraud signals were detected. The transaction amount and merchant category are consistent with the cardholder's typical in-person spending patterns.
tx_000349,card_019,65.12,False,0.05,No fraud signals were detected. The transaction is a standard grocery purchase consistent with the cardholder's history of shopping at similar merchants.
tx_000686,card_037,23.83,True,0.85,"The transaction shows a Cross Border Mismatch (GB cardholder, CA merchant). This is combined with highly suspicious 'other factors,' specifically the use of three different device IDs for online transactions within a four-hour window."
tx_000803,card_043,11.61,False,0.05,No fraud signals were detected. The transaction is consistent with the cardholder's history of online retail purchases using a consistent device ID.
tx_000922,card_030,696.48,True,0.9,"The amount multiplier is 15.6x, which is extremely high compared to the cardholder's recent spending history, triggering Rule 4."
tx_000982,card_000,34.86,False,0.95,No suspicious signals detected. The transaction amount and location are consistent with the cardholder's history.
tx_000983,card_000,1032.48,True,0.98,"This transaction exhibits both a cross-border mismatch and an extremely high amount multiplier (15.4x), strongly indicating fraud."
tx_000662,card_036,20.0,False,0.9,"While the Device ID is missing, this is normal for the ATM channel. The amount is consistent with previous ATM activity."
tx_000598,card_032,57.76,False,0.95,No suspicious signals detected. The transaction amount is consistent with typical spending for the gas category.
tx_000120,card_006,90.87,False,0.95,No fraud signals detected. The amount multiplier is low and the merchant is consistent with the cardholder's previous transaction history.
tx_000760,card_041,37.45,False,0.95,No fraud signals detected. The transaction is domestic and the amount is within a normal range for the merchant category.
tx_000603,card_032,70.84,False,0.95,No fraud signals detected. The amount multiplier is low and there are no suspicious boolean flags triggered.
tx_000984,card_045,17.63,False,0.95,No fraud signals detected. The transaction is domestic (FR) and the amount multiplier is very low.
tx_000282,card_015,57.71,False,0.95,No fraud signals detected. The transaction is domestic and the amount is consistent with typical spending patterns.
tx_000985,card_045,1274.84,True,0.99,"The transaction exhibits an extremely high amount multiplier (41.3x) and a cross-border mismatch for a high-risk gift card purchase, violating Rule 4."
tx_000485,card_026,32.54,False,0.98,"The transaction is domestic, has a low amount multiplier, and is consistent with the cardholder's recent spending history."
tx_000978,card_019,96.81,False,0.95,This is a domestic transaction with no triggered fraud signals and an amount consistent with previous retail activity.
tx_000979,card_019,378.05,True,0.88,Cross-border mismatch combined with a high-risk gift card merchant and a sudden shift from local grocery spending to international online purchases.
tx_000890,card_048,34.23,False,0.97,Low-value domestic transaction at a restaurant that aligns with the cardholder's established spending patterns.
tx_000854,card_045,80.0,False,0.9,"Only one boolean signal (Missing Device ID) is True, which is normal for an ATM channel. No other fraud rules were triggered."
tx_000529,card_028,126.89,False,0.95,No fraud signals detected and the transaction amount is consistent with the cardholder's recent spending patterns.
tx_000478,card_025,15.99,False,0.85,"Cross Border Mismatch is present, but it is for a known subscription service (Disney+) and no other suspicious signals were detected."
tx_000265,card_014,10.67,False,0.95,No fraud signals detected and the transaction is a low-value in-person purchase within the cardholder's home country.
tx_000589,card_032,31.76,False,0.9,"No fraud signals detected for this transaction, and the merchant location matches the cardholder's country."
tx_000648,card_035,19.99,False,0.95,"Only one signal (Cross Border Mismatch) is present, which is expected for a US-based subscription service like Disney+ used by a Canadian cardholder."
tx_000459,card_024,77.61,False,0.98,No fraud signals detected. The amount multiplier is low and the transaction is a standard in-person grocery purchase within the cardholder's country.
tx_000737,card_039,6.52,False,0.98,No fraud signals detected. The transaction is a low-value in-person grocery purchase consistent with the cardholder's location.
tx_000398,card_021,131.36,False,0.9,"No fraud signals detected. Although the amount is higher than previous transactions, the multiplier (3.4x) is well below the 10x threshold for high-risk flags."
tx_000627,card_034,17.87,False,0.98,No fraud signals detected. The transaction amount is consistent with the cardholder's recent spending history and occurs within their own country.
tx_000828,card_044,43.59,False,0.9,"While there is a cross-border mismatch, recent history shows the cardholder has been making in-person transactions in Canada (La Banquise, Chipotle), suggesting they are traveling."
tx_000759,card_040,3.46,False,0.99,"No fraud signals detected; the transaction is a small, in-person purchase consistent with the cardholder's location."
tx_000308,card_016,24.36,False,0.99,No fraud signals detected; the transaction is consistent with previous utility payments made to the same merchant.
tx_000856,card_046,80.0,False,0.85,"The 'Missing Device ID' signal is normal for ATM transactions, and no other fraud rules (such as high amount multiplier or fraud ring) were triggered."
tx_000087,card_004,20.0,False,0.9,"The 'Missing Device ID' signal is normal for ATM transactions, and the amount is consistent with the cardholder's recent ATM usage history."
tx_000522,card_028,16.97,False,0.98,No fraud signals were triggered. The transaction is consistent with the cardholder's history of gas and grocery spending within Canada.
tx_000051,card_002,33.64,False,0.98,All signal detectors are negative and the amount multiplier is within a normal range. The transaction matches the cardholder's country.
tx_000014,card_000,13.49,False,0.98,No fraud signals detected. The merchant is a recurring utility provider already present in the cardholder's recent history.
tx_000819,card_044,41.33,False,0.98,No fraud signals were triggered. The transaction is a standard in-person grocery purchase within the cardholder's home country.
tx_000331,card_018,22.44,False,0.98,No fraud signals detected. The transaction amount is typical for the merchant category and aligns with the cardholder's location.
tx_000234,card_012,14.45,False,0.98,No fraud signals detected. The transaction is domestic and the amount is consistent with the cardholder's recent spending history.
tx_000796,card_042,26.55,False,0.98,No fraud signals detected. The transaction is domestic and the amount multiplier is well below the threshold for suspicion.
tx_000311,card_016,126.47,False,0.9,"While the amount multiplier is 5.1x, it does not exceed the 10x threshold, and no other boolean fraud signals are present."
tx_000564,card_030,20.87,False,0.85,"A cross border mismatch is present, but recent history shows multiple transactions in Canada (Cafe Olimpico, Best Buy), indicating the cardholder is likely traveling."
tx_000661,card_036,50.92,False,0.98,No fraud signals detected. The transaction is domestic and aligns with the cardholder's general spending patterns.
tx_000312,card_017,8.23,False,0.9,Only one boolean signal (Cross Border Mismatch) is present. The amount is low and does not trigger micro-testing or high-multiplier rules.
tx_000300,card_016,22.69,False,0.95,No fraud signals detected. The transaction is domestic and the amount is consistent with previous spending patterns.
tx_000654,card_035,61.71,False,0.9,No fraud signals detected. The amount multiplier (3.0x) is well below the 10x threshold required for a fraud flag.
tx_000201,card_010,26.05,False,0.9,"Only one boolean signal (Cross Border Mismatch) is present. Without a missing device ID or other signals, this is typical for online retail."
tx_000177,card_009,57.64,False,0.9,"No fraud signals detected. Although the amount multiplier is 5.3x, it does not meet the high-risk threshold of 10x."
tx_000579,card_031,100.0,False,0.9,"Only one signal (Missing Device ID) is present, which is expected and normal for an ATM transaction channel."
tx_000333,card_018,16.17,False,0.98,No fraud signals detected and the transaction amount is consistent with the user's spending patterns.
tx_000430,card_023,23.97,False,0.98,No fraud signals detected and the transaction amount is consistent with the user's spending patterns.
tx_000214,card_011,17.36,False,0.98,No fraud signals detected and the transaction amount is consistent with the user's spending patterns.
tx_000838,card_044,28.92,False,0.85,"While a cross-border mismatch is present, there are no other supporting fraud signals or missing device IDs to indicate fraud."
tx_000858,card_046,15.42,False,0.95,"No fraud signals detected. The transaction is domestic, in-person, and the amount is consistent with the merchant category."
tx_000641,card_034,60.0,False,0.9,"Only one boolean signal is true (Missing Device ID), which is expected for an ATM channel transaction. The amount multiplier is not high enough to trigger fraud alerts."
tx_000667,card_036,25.09,False,0.85,"While there is a cross-border mismatch, AliExpress is a known international retailer. No other suspicious signals or missing device IDs were detected."
tx_000756,card_040,11.99,False,0.9,"Cross-border mismatch is present, but Netflix is a US-based subscription service, making this a standard transaction pattern."
tx_000712,card_038,30.99,False,0.95,"No fraud signals detected. The transaction is a domestic, in-person grocery purchase with a normal amount multiplier."
tx_000117,card_006,66.18,False,0.95,"No fraud signals were detected. The transaction is in-person, within the cardholder's country, and the amount is consistent with recent history."
tx_000113,card_006,13.99,False,0.85,Only one signal (Cross Border Mismatch) is present. This is common for US-based subscription services like Disney+ and is not accompanied by other suspicious factors like a missing device ID.
tx_000419,card_022,11.99,False,0.85,Only one signal (Cross Border Mismatch) is present. This is common for US-based subscription services like Disney+ and is not accompanied by other suspicious factors.
tx_000915,card_049,67.25,False,0.95,No fraud signals were detected. The transaction is within the cardholder's country and the amount multiplier is well within normal limits.
tx_000567,card_030,34.66,False,0.95,"No fraud signals were detected. The transaction is in-person and within the cardholder's country, showing no signs of suspicious activity."
tx_000488,card_026,8.83,False,0.98,No fraud signals detected. The transaction amount is low and consistent with the cardholder's history of small purchases at gas stations and cafes.
tx_000343,card_018,41.8,False,0.98,No fraud signals detected. The transaction is domestic and aligns with the cardholder's recent spending patterns in Canada.
tx_000631,card_034,7.31,False,0.98,No fraud signals detected. The transaction is a low-value domestic purchase consistent with the cardholder's location.
tx_000384,card_020,44.39,False,0.85,"While a cross-border mismatch is present, the card history shows a previous transaction at Petro-Canada (CA), suggesting the user is traveling or shopping internationally."
tx_000481,card_026,41.42,False,0.98,No fraud signals detected. The transaction is domestic and fits the cardholder's established pattern of gas station and coffee shop spending.
tx_000472,card_025,200.0,True,0.85,"The amount multiplier is extremely high (10.0x), representing a significant spike from the cardholder's recent history of small transactions ($15-$20)."
tx_000876,card_047,14.73,False,0.9,"Only a cross-border mismatch is detected, which is common for online retail transactions with Amazon US, and the amount is consistent with history."
tx_000100,card_005,15.01,False,0.95,"No fraud signals were triggered, and the transaction amount is well within the cardholder's normal spending range."
tx_000392,card_021,58.55,False,0.9,"No fraud signals were triggered, and the transaction is a standard in-person purchase consistent with the cardholder's location."
tx_000373,card_020,33.64,False,0.95,"No fraud signals were triggered, and the transaction amount is consistent with previous online retail spending."
tx_000864,card_046,20.0,False,0.95,"Only one boolean signal (Missing Device ID) is true, which is expected for an ATM transaction. The amount is consistent with the cardholder's history."
tx_000626,card_034,24.73,False,0.99,"No fraud signals were detected, and the amount multiplier is low, indicating a normal transaction."
tx_000516,card_027,122.95,False,0.9,"No boolean fraud signals are present. While the amount multiplier is 4.0x, it does not meet the threshold for high-risk fraud."
tx_000514,card_027,100.0,False,0.9,"Only one boolean signal (Missing Device ID) is true, which is normal for the ATM channel. The amount multiplier is within acceptable limits."
tx_000090,card_005,40.0,False,0.9,"Only one boolean signal (Missing Device ID) is true, which is standard for ATM transactions. No other suspicious activity was detected."
tx_000663,card_036,79.04,False,0.95,No fraud signals detected. The transaction is domestic and the amount is within a reasonable range compared to the cardholder's recent history.
tx_000902,card_048,14.42,False,0.98,No fraud signals detected. The transaction is domestic and the amount is consistent with previous online retail spending patterns.
tx_000574,card_031,24.44,False,0.85,"Only one signal (Cross Border Mismatch) is present, which is common for online retail platforms like Etsy. No other suspicious indicators are present."
tx_000827,card_044,55.66,False,0.95,No fraud signals detected. The transaction is domestic and the amount is consistent with the user's previous grocery spending.
